Unnamed: 0,公司名稱,職務名稱,工作內容,條件要求,工作待遇,福利制度,網址連結,Python,TensorFlow,MySQL,C,C++,Git,Java,R,OpenCV,Spark,Docker,DeepLearning,Linux,Hadoop,Kafka,MongoDB,JavaScript,DataMining
47,裕融企業股份有限公司,數據科學家,1.研究客戶樣貌並結合數據技術，發展金融商品科學應用模型與場景 。2.分析客戶行為挖掘AI金融商業模式。,接受身份：                    上班族                    可上班日：不限工作經歷：3年以上學歷要求：大學、碩士科系要求：資訊管理相關、統計學相關、應用數學相關擅長工具：Python、Excel、PowerPoint、Word  其他條件：                        1.具商業分析、模型建置、機器學習、深度學習3年以上經驗，熟悉R、Python工具。2.思維邏輯清晰、具溝通協調能力。3.曾於金融業服務尤佳。,"月薪 45,000~60,000元                                                薪資行情","◎優渥薪資待遇
    正職人員:
　● 除每月月薪外尚包含以下獎金:
　1.春節、端午節及中秋節獎金(最高合計2個月)。
　2.營業績效獎金、員工酬勞。
　3.依公司營運獲利狀況與個人工作績效發放加發獎金。
　4.營業人員推薦獎金。
    約聘人員:
　● 除每月月薪外尚包含以下獎金:
　1.春節獎金(1個月)。


◎完善的保險規劃
　● 勞保、健保、勞工退休金提撥。 
　● 完整的團體保險：公司全額負擔。
　● 免費定期員工健康檢查。

◎其他福利制度
　● 本公司設有職工福利委員會，定期發放:
　　1.生日禮金。
　　2.春節紅包。
　　3.端午禮金。 
　　4.中秋禮金。
　● 服務年資表揚。
　● 婚喪生育、子女教育補助。
　● 員工傷病住院慰問金。
　● 提供員工按摩服務。
　● 員工旅遊補助。
　● 定期舉辦部門聚餐。",https://m.104.com.tw/job/762xl?jobsource=n104bank2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,晶元光電股份有限公司(晶電),【學生實習】資料科學工程師(竹科),AI 演算法研發,"接受身份：                    日間就讀中、夜間就讀中、學生實習                    可上班日：一個月內工作經歷：不拘學歷要求：大學以上科系要求：資訊工程相關語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  其他條件：                        【面試時須準備前兩學期成績單正本】 ★歡迎大三(含)以上、碩士、博士在學學生提出申請★實習期間最少需持續6個月(含)以上；每週工作5天或至少3天(含)以上★非在學學生請勿投遞",時薪 160~250元                                                薪資行情,"1.多元化的員工用餐組合，免費午餐或夜餐
2.提供新人報到後前六個月免費住宿
3.免費定期健康檢查
4.擔任主管職另給予主管假
5.三節獎金(中秋、端午、年終)及各類禮券(生日禮券、勞動節禮券等)
6.依據營運狀況提撥各項獎金及員工分紅、員工認股制度
7.各項補助(結婚、生育、喪葬)
8.享有完善之勞、健及免費團保
9.休閒設施提供(舒壓按摩、健身器材及韻律教室)
10.設有便利商店、溫馨小商店與咖啡吧
11.定期舉辦旅遊、各式球類運動等活動及自助式福利點數
12.結合職能的完善培育制度與發展課程
13.提供員工停車場",https://m.104.com.tw/job/6g4x1?jobsource=n104bank2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,聚和國際股份有限公司,資料分析工程師/資料科學家（人工智慧/Python） <近鳳山/林園/小港/屏東>,1.分析營運或工廠數據之關聯特性2.製程改善/良率改善/工程資料分析3.資料探勘統計數據之解讀分析4.市場趨勢預測5.報告製作,接受身份：                    上班族                    可上班日：一個月內工作經歷：1年以上學歷要求：大學以上擅長工具：Python、R、Excel、SAS  其他條件：                        1. 熟悉SAS、R、Python 其中一種軟體應用以及Excel統計分析能力2. 具備資料統計分析、數據挖掘(Data Mining)、大數據處理分析能力3. 具人工智慧影像判讀開發與維護經驗尤佳4. 需具備一年以上相關工作經歷5. 具製造業/工業工程管理經驗尤佳,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

哺乳室 
其他福利

國內旅遊 員工紅利 社團補助 旅遊補助 年終獎金 

                        　「創新、分享、關懷」是聚和國際所重視的文化；我們提供寬敞舒適之現代化研究及工作環境，體貼員工的各項食衣住行措施，讓大家在工作中也能享受生活；多元的教育訓練課程培育員工在專業職能上持續發展，並透過對人文藝術素養的提昇而激盪出更多創新的火花。我們定時邀請在各界傑出專業人士來公司進行知識分享，也經常舉辦各類的藝文活動，如音樂會、畫展、藝文講座、名人講座等，且鼓勵員工多多參與各類社團活動、親子活動、員工旅遊及家庭日等，以達生活與工作的平衡發展。
　　為了感謝員工對公司的貢獻，我們有員工分紅制度；為了鼓勵創新與持續進步，我們設置了專利獎金、功績獎金、改善獎金、新產品開發獎金等各式獎勵制度。除了穩定的薪資和年終獎金，我們提供四節禮金、生日禮金、子女獎助學金、婚喪喜慶的補助金、年資紀念金幣及年度健康檢查等福利；完善的保險計畫(法定保險/意外險/醫療險)、全年休假116天，暢通的升遷和溝通管道。種種照顧員工的福利措施在在展現出聚和國際對人才的重視與用心。",https://m.104.com.tw/job/6wu9a?jobsource=n104bank2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50,國泰世華商業銀行股份有限公司_人力資源部,"【數據生態營運】資料科學工程師 (數數發中心,DDT)",【職務說明】1.數據介接、清洗、處理與數據模型的程式開發2.網路爬蟲、數據工程 API 程式撰寫3.與數據分析師合作，進行機器學習、深度學習與統計分析模型的維運化程式開發4.ETL Pipline 的工具開發與維護5.協助新系統上線6.數據工程的自動化、監控、與維運模組開發,"接受身份：                    上班族                    可上班日：不限工作經歷：不拘學歷要求：大學以上語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  擅長工具：ETL、hadoop、Hive  其他條件：                        【應徵條件】1.樂於分享, 與其他團隊成員一同合作2.喜歡和熟悉程式開發流程及技巧3.具有 Linux 系統操作經驗4.具有 Git 使用經驗【加分條件】1.曾使用過 Hadoop/Spark/Hive 等大數據平台開發經驗2.熟悉大數據儲存及運算平台及 Cloudera CDH 各套件服務的建置與管理經驗3.曾使用過任一種 streaming framework, 例如: Spark streaming, 曾開發過 API4.具 ETL pipeline 的工具開發/維護經驗 如: Airflow / Oozie/NIFI等",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"【專屬於你的幸福】
1. 三節獎金(春節、中秋及端午)
2. 生日禮金
3. 員工優惠存款(行銷專員除外)
4. 年終獎金
5. 旅遊補助津貼
6. 定期教育訓練提升職場競爭力
7. 子女教育基金

【你應該擁有的幸福】
1. 勞保.健保補助
2. 團體保險及健康健檢計畫

【一起陪伴的幸福】
1. 婚喪贈助津貼
2. 急難救助金
3. 住院補助金
4. 社團活動
5. 關係企業優惠

* 以上福利僅適用於國泰世華銀行正職員工，派遣人員另有其他福利項目。",https://m.104.com.tw/job/6v7pz?jobsource=n104bank2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
51,CatchPlay_英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,資料科學工程師,"Responsibility：1. To manage and understand the thousands of different interactions a user can have with our products.2. Design, build and automate business metrics into self-serve dashboards to tell a story. Assist and educate on interpretation.3. Preparing deal and valuation analyses (model building, scenario testing etc.) in partnership with the Business teams.4. Conducting market research, tracking and compiling industry trends in the region5.Translate analytical insights into concrete, actionable recommendations for business or product improvement, and communicate these findings.","接受身份：                    上班族                    可上班日：不限工作經歷：5年以上學歷要求：大學以上科系要求：資訊工程相關、數理統計相關、資訊管理相關語文條件：                        英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  擅長工具：Python、R、ANSI SQL、ETL、Tableau、Power BI​  其他條件：                        QUALIFICATIONS/Skills:1. 5~7 years of experience in media/entertainment/tech company in a strategy/business development/analytical role. Have worked in a highly-demanding environment in which complex modeling and analysis is performed.2. Strong communication/presentation skills with track record of presenting complex analyses to executives/senior management clearly and concisely3.Strong experience in scripting with SQL and Python/R, extracting large sets of data, and design of ETL flows.4. Experience in Tableau, Power BI, or other data visualization tools.5. Be motivated, disciplined, and be able to work effectively and autonomously.6. Bachelor's degree in computer-science, mathematics, statistics or other relevant field that demonstrates quantitative orientation. 7. Fluency in English.",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"法定項目

哺乳室 週休二日 家庭照顧假 勞保 健保 陪產假 產假 特別休假 育嬰留停 女性生理假 產檢假 就業保險 防疫照顧假 員工體檢 職災保險 
其他福利

年終獎金 三節獎金/禮品 零食櫃 健身器材 員工舒壓按摩 生日假 不扣薪病假 結婚禮金 生育津貼 社團補助 停車費補助 員工進修補助 部門聚餐 社團活動 家庭日 員工停車位 免費下午茶 電影觀賞 優於勞基法特休 員工團體保險 

                        每月有兩張電影票跟最愛一起欣賞  CATCHPLAY院線發行電影 
看院線的電影不過癮  還可以到CATCHPLAY+
(https://www.catchplay.com/tw)
免費加入CATCHPLAY MOVIE LOVERS+HBO GO員工方案

在CATCHPLAY可和其他電影狂人一起分享你的電影觀點
不想整天窩在自己的位子 可以找一任喜歡的角落
到休息區泡杯咖啡、吃點零食、到吧台來個下午茶或小組討論，
或是到小木屋靜思、腦力激盪，還是到窗邊坐躺懶骨頭，
去多功能室伸展 拉腰
還是預約專人按摩服務 活絡筋骨，或是找英文老師補強一下英文能力

有競爭力的薪酬福利 
按工作績效及表現調薪 
依公司獲利/團隊及個人績效/貢獻獎勵
優於法令的彈性上/下班和特休假制度
結婚給婚假、訂婚給訂婚假、孩子出生給父母產假或陪產假
有婚喪喜慶補助、端午、中秋禮金，祝你佳節平安快樂
生日時給你生日假和生日禮金，慶祝長尾巴
不定期的Gathering，大夥共饗午茶，凝聚團隊的美好時光
年終尾牙全員狂歡喜樂，感謝彼此一年合作努力的成果",https://m.104.com.tw/job/6n0m4?jobsource=n104bank2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,台灣美光(台灣美光晶圓科技股份有限公司/台灣美光記憶體股份有限公司/美商美光亞太科技股份有限公司台灣分公司),Data Scientist - F11,"Job Description:As a Data Scientist in semiconductor field, you will be responsible to analyze data by combining your Statistics/Machine Learning/Deep Learning expertise with semiconductor domain knowledge.You will deep cooperate with fab users from every division, such as Process, Equipment, Facility...etc, to develop a system solution to improve wafer out quantity or quality.During the cooperation, you will learn how a memory chipset be manufactured and inspection. It's an excellent opportunity for an outstanding Data Scientist fully leverage skills in the most complicated manufacturing data.Join us!  Job Requirement:Strong Python programming skillComputer Science, Electronic Engineering, Data Science, Chemisty, Physics or related backgroundMaster above education degreePattern Recognition, Deep Learning knowledgeLinux based system (espcially ubuntu) experienceSQL/NoSQL database experience Bonus:Semiconductor Process/Integration experienceDeep Learning / AI paper publishedGithub contribution","接受身份：                    上班族、外籍人士、原住民【相關法令】、中壯齡(45~54歲)、中高齡(55~64歲)歡迎身心障礙人士，需附身心障礙證明【相關法令】                    可上班日：一個月內工作經歷：1年以上學歷要求：碩士以上科系要求：資訊工程相關、資訊管理相關、工程學科類語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /中等  擅長工具：Python、MS SQL  其他條件：                        Job Requirement:Strong Python programming skillComputer Science, Electronic Engineering, Data Science, Chemisty, Physics or related backgroundMaster above education degreePattern Recognition, Deep Learning knowledgeLinux based system (espcially ubuntu) experienceSQL/NoSQL database experience Bonus:Semiconductor Process/Integration experienceDeep Learning / AI paper publishedGithub contribution",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"﹝以下薪資福利僅適用於台灣美光晶圓科技(股)公司與台灣美光記憶體科技(股)公司正式員工，其他廠區或辦公室及非正式員工薪資福利另議。﹞ 
☆薪資及獎金制度 ☆ 
1.  12個月基本薪資+2個月年終獎金(需當年度12月31日當日在職員工方能領取)
2. 工程師職位薪資： 
(1)工程師NT54000起  
(2)輪班工程師NT46000起  (輪班津貼另計)
(3)具半導體經驗者薪優另議 
3. 績效獎金(IPP)：按公司營運績效及組織目標成效給與。 
4. 即時獎勵(Spot Bonus/Micron Point)：發給工作表現卓越之員工。 
5. 久任獎勵(Service Award)：服務每滿五年之員工，可獲頒特別贈品。 
6. 勞工退休金雇主提撥率：8%，優於勞基法規定。
7. 新進員工到職當月即享有特休假(依服務比例按月給予特休)，優於勞基法規定。 
8. 全薪病假80小時；政府紀念不放假之紀念日給予特別休假，讓同仁有更多的假期安排。 
☆教育訓練☆ 
Micron全球人力培訓主要目標是 - 確保每個成員都能夠獲得展現高績效成果所需要的學習資源。Micron提倡標準化的訓練架構，以便根據團隊成員的職位、工作職能、工作角色和執行的特定工作來識別必要和相關的訓練。Micron 的主要訓練架構: 
1. 美光核心職能訓練：包含與法規遵循相關且適用於所有 Micron成員的訓練活動。 
2. 地區性/廠區核心要求：包含與法規遵循相關、適用於特定地區或廠區之所有成員的訓練活動。 
3. 部門核心職能訓練：包含適用於特定部門內所有成員，包含與安全有關以及單位內訓練活動。 
4. 特定工作角色的特定訓練：如領導力訓練、接班人計畫。 
5. 除了一般的訓練方法，美光也利用多元的學習方式來達到人力發展目標，如：自我學習方案、工作輪調、專案參與等。 
☆福利措施☆ 
1. 健保、勞工保險及免費團體保險(含壽險、意外、健康醫療團體保險)。員工配偶及子女享有免費健康醫療團體保險。 
2. 醫務室，具專業護士駐廠並定期提供專科醫師問診。 
3. 生日禮券、生育、婚喪賀奠及急難補助。 
4. 提供多條路線之交通車搭乘服務。 
5. 設有各式公司社團及康樂活動。 
6. 設施完善的停車場。 
7. 員工餐廳及便利商店。 
8. 社團經費補助。 
9. 開放式圖書閱覽室以及健身房。 
10. 設備完善的電腦教室與訓練教室。 
11. 員工宿舍(台中廠)、租屋補助(桃園廠)。


『美光政策已經且將持續落實所有人力資源活動及福利待遇，不分種族、宗教、膚色、性別、國籍、年齡、殘疾、性向、婚姻狀態、軍籍地位或其他受法律保護之類別。每位經理人、主管及團隊成員均有責任貫徹此政策規定。 
人事部門之雇用平權承辦人負責本政策之執行、解答任何相關問題及查核員工遵守政策之成效狀況。申請過程中如需要協助，請聯繫美光人力資源部 04-25218177(免轉分機) / 03-3272988 ext.3425 。』 
求職者在招募過程中或受僱於美光時，無須支付費用、押金或承擔債務 
Jobseekers are not required to pay fees, deposits or incur debt as part of the recruitment process or for employment with Micron.",https://m.104.com.tw/job/75bke?jobsource=n104bank2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,雲端互動股份有限公司,Data Scientist,"Responsibilities: · Implement solutions using multiple Azure tools such as Azure ML, Synapse, Data Factory, HDInsight, and PowerBI· Design data solutions using Microsoft Azure data technologies including Redis, Cosmos, & Azure SQL Database· Integrate data source APIs using C#, Python Requirements:·      Masters degree in Computer Science, Mathematics, Engineering, or Data Science·      5+ years in a senior data scientist role in an enterprise context·      1+ Years working with Microsoft Azure technologies·      Experience with Power BI·      Fluency in C#, Powershell, and Python Preferred:· Experience in multiple DB platforms· Development experience with Cuda / OpenGL / OpenCL, C++",接受身份：                    上班族、外籍人士                    可上班日：一個月內工作經歷：3年以上學歷要求：專科以上語文條件：                        英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  擅長工具：C#、Python  其他條件：                        Please provide your English resume 請提供英文履歷.,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"優於勞基法的年假制度: 第一年12天, 滿一年後每一年多一天
豐富精美的零食櫃、頂級咖啡機，在舒適的沙發區享用下午茶及遠眺整個台北市的風景。
隨選座位，舒適寬敞的辦公環境 ，可以挑一個看的到風景的座位，自在的工作、隨時轉換心情。
彈性上下班時間，讓同仁避開上下班尖峰時間，免於塞車之苦
暢通的升遷管道，只要你肯努力，人人都有機會！
內部技術交流分享會，讓你跟夥伴互相切磋
電腦補助金，希望給予久任的員工更多感謝
創意又有趣的公司活動，是犒賞員工並腦力激盪的最佳時機
社團活動：桌遊社狼人殺起來、健行社台北大縱走、音樂社、美食社、英文社，持續增加中
給薪病假(優於勞基法)：到職即可享有年度給薪病假5天
彈性工作安排：Core Working Hour and Working From Home
年度調薪（視年度營運狀況與個人績效而定）
內部推薦獎金: 我們鼓勵團隊推薦優秀人才進來!
不定期下午茶(Friday feast)、慶生會、Happy Hour
多元活動：萬聖節派對、聖誕節派對、團隊士氣建立活動等…。
尾牙/春酒",https://m.104.com.tw/job/72b2p?jobsource=n104bank2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,知之有限公司,Data Scientist,"Founded in 2015 in Hong Kong, with the mission to maximize human learning ability with personalized learning, Snapask connects students to quality tutors for instant 1-on-1 learning support. Our technologies optimise students' learning experience with efficient and accurate tutor matching, content recommendation and learning data visualisation. Snapask is now in 8 markets in Asia including Taiwan, Hong Kong, Singapore, Malaysia, Thailand, Indonesia, Japan and South Korea, supporting over 3 million students with over 350,000 qualified tutors from top universities. On top of offering subscriptions on tutor Q&A service, we develop topic-based academic courses with live coaching support for students going through exam-preparations in high schools and universities. We are looking for talents specialised in the data analysis field to join us, to create and redefine the next generation of education.  # What you are expected to do  - Acting as a solution provider for all data related problems. - Exploring actionable data insights among different data sources. - Presenting, translating, and distributing data results for internal stakeholders. - Perform a good recommendation system to make students find the courses they want easier.  # Years of working experience 3+ years data science related working experience  # Requirement - Familiar with Python or R - Experience in BigData infra build up, warehouse, data processing system - Experience in Data Visualization software, like Tableau, Hue, etc. - Experience in any Machine Learning methodology - Experience in AWS environment  # Skill and abilities  - Proficiency in Mandarin Chinese and written English. (Cantonese is a plus) - A good communicator who can find the best solution in an efficient manner.  # Package  - 700,000 - 1,200,000 / y - Bonus & employee stock option upon exceptional performance",接受身份：                    上班族                    可上班日：不限工作經歷：3年以上學歷要求：大學以上語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,"年薪 700,000~1,200,000元                                                薪資行情","法定項目

週休二日 
其他福利

員工認股 員工進修補助 零食櫃 咖啡吧 

                        ★ 制度類：半年核薪制度、遠端工作、彈性上下班時間
★ 健康保險：勞保、健保、勞工退休金 6％ 提撥
★ 請／休假：週休二日、享一年十日優於勞基法之特休，勞基法所規定的我們都不會少
★ 工作空間：信義區全新裝潢辦公室
★ 娛樂福利：團隊 team building 活動、零食、咖啡
★ 獎金禮品：尾牙抽獎人人有獎
★ 其他補助：在職進修、電腦補助、健康檢查等",https://m.104.com.tw/job/5ppcy?jobsource=n104bank2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,IBM_台灣國際商業機器股份有限公司,Data Scientist,"To be successful in this role you will need to: * Be familiar with Data Engineering techniques to gathers, prepare, cleanse, and transforms client data for analysis and AI automation, including automating data pipelines * Demonstrate strong business acumen and ability to understand business problems, formulate hypotheses and test conclusions to influence solution design * Leverage a variety of structured and unstructured data sources, analytics, AI tools, and programming languages to derive meaningful data insights (e.g., Python, R, Spark, TensorFlow, Jupyter, etc.) * Possess relevant industry and/or business domain knowledge such as Finance or Health Care which you will apply to shape solutions * Take a user-centric approach to design and creates compelling prototypes that lead to transformative change for the client * Work in an Agile fashion, iterating on the design to react to client feedback and demonstrate rapid progress * Expand partnerships at all levels of the client organization to identify new opportunities for data science applications","接受身份：                    上班族                    可上班日：不限工作經歷：8年以上學歷要求：碩士以上語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  擅長工具：Python  其他條件：                        Required Professional and Technical Expertise :* More than 5 years as a Data Scientist with a deep understanding of Statistics and statistical practices * At least 5 years of experience with identifying data sources, transforming data, etc.  * Experience with a Data Science Programming language, such as Python or R  Preferred Professional and Technical Expertise :* Preferably 2 years experience in a client facing role, including facilitating client discussions and problem framing",待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"薪資福利
IBM提供良好的管理制度、競爭性的薪資結構、完善的褔利制度、全生涯的 學習與規劃、獎勵制度,如: 年假、彈性休假、員工福利津貼、進修補助、健康人生福利、疾病及事故支付福利、自願體檢福利、人身意外傷害保險、旅遊意外保險、職工福利委員會、股票認股計劃。

教育訓練
IBM 公司提供的學習環境輕鬆、便於評估、並注重連續性，以幫助員工 在事業上不斷進步。 系統化的教育和培訓計劃將幫助加快員工的成長步伐，領導能力的培訓項目更是為業界培養最佳領導和管理人才而量身定做的。 

1. 基礎技能訓練： 完整的新進人員在職訓練，為期四個月，與兩岸三地的同仁共同上課，讓您奠定成功的基礎。  

2. 專業技能訓練： 使員工根據自己的專業領域找到適當的課程，來提升專業技能，創造寬廣無限的職涯 

3. 管理階層訓練： 理論與實務並重，媲美 EMBA，奔向成功之巔。 包括新任主管、中階主管、高階主管、未來主管的培訓計畫  

4. 電子學習訓練： 這一系列豐富多彩的學習方式都就是利用技術和網路，為員工提供及時的 學習機會。內容豐富，包括所有的相關課程並有認證考試與線上測試等試題，讓學習者瞭解自己的學習程度",https://m.104.com.tw/job/76mo5?jobsource=n104bank2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,國泰世華商業銀行股份有限公司_人力資源部,【數據生態營運】資料科學工程師_ 數據管理,【主要職責 Who we are looking for】 資料倉儲、資料市集設計及管理之開發維運數據營運、運用及相關系統開發維運海內外資料倉儲數據整合與加值 【職務說明 What will you do】1.數據介接、資料治理、數據市集與數據模型應用之程式開發維運。2.數據應用分析、數據工程 API 程式開發維運。3.數據應用之相關平台開發維運。 4.數據應用之相關專案開發維運。5.數據應用之報表平台程式開發維運。6.資料倉儲ETL程式開發及維運。,"接受身份：                    上班族                    可上班日：不限工作經歷：不拘學歷要求：大學以上科系要求：統計學相關、資訊管理相關、資訊工程相關語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  擅長工具：Linux、ASP.NET、Java、Cognos、Informatica、Oracle、Tableau  其他條件：                        【擅長工具】1.具程式撰寫能力(Java、Angular、ASP.NET Core尤佳)。2.熟悉Linux、Windows等作業環境。(了解Linux指令與shell script尤佳) 。3.具備系統、網路、資料庫、企業資料倉儲、ETL工具(Informatica/SSIS/Trinity尤佳)與應用程式服務操作及管理能力。4.熟悉報表、圖表之展示及分析工具(Cognos/Tableau尤佳)。5.熟悉資料庫語言(SQL Server/Teradata/Oracle)。 【其他條件】1.對資料、數據具高度敏感性與熱情。2.具備金融同業經驗及程式設計證照者尤佳。","月薪 30,000~80,000元                                                薪資行情","【專屬於你的幸福】
1. 三節獎金(春節、中秋及端午)
2. 生日禮金
3. 員工優惠存款(行銷專員除外)
4. 年終獎金
5. 旅遊補助津貼
6. 定期教育訓練提升職場競爭力
7. 子女教育基金

【你應該擁有的幸福】
1. 勞保.健保補助
2. 團體保險及健康健檢計畫

【一起陪伴的幸福】
1. 婚喪贈助津貼
2. 急難救助金
3. 住院補助金
4. 社團活動
5. 關係企業優惠

* 以上福利僅適用於國泰世華銀行正職員工，派遣人員另有其他福利項目。",https://m.104.com.tw/job/6rkkm?jobsource=n104bank2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
57,鴻海精密工業股份有限公司,DP-AA/數據科學家(土城),1. 經營管理層數據探勘、決策支援（財務營收數據分析、市場情報收集分析、物料價格波動預測，部門損益預測）2. 設備健康狀況診斷與預測（生產設備運行數據與感測器數據分析建模）3. 生產線最佳化（最佳線平衡、人員排配最佳化）,接受身份：                    上班族                    可上班日：不限工作經歷：3年以上學歷要求：大學、碩士科系要求：資訊工程相關、資訊管理相關、數學及電算機科學學科類語文條件：                        英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  其他條件：                        1. 財務金融(中度)、數據分析(深度)、機器學習(中度)、數據工程(低度)、系統分析(低度)2. 熟悉Python和數據分析套件或熟悉 Excel/Tableau3. 財金、會計、統計、數學、計算機相關專業，或AI及大資料分析領域背景優先;4.有較強的溝通能力和需求分析能力;思維邏輯性強，並能清晰的表達出來良好的文檔撰寫能力，熟練使用原型設計軟體等相關工作軟體5.學習能力強，抗壓能力強，視野開闊，好奇心強，對新產品新技術感興趣,待遇面議                                                    (經常性薪資達4萬元或以上)                                                薪資行情,"年薪及獎金：
發放2個月年終獎金，表現優異者視年度營運及個人表現發放績效獎金與紅利。
福利： 
1.贈送員工生日禮品(禮金) 、節慶禮品等。
2.年終活動與摸彩。
3.補助員工文康娛樂活動(如:建置員工健身房、設置盲胞按摩服務等)。
4.健康促進活動(如：專題演講、減重活動等)。
5.健康及醫療諮詢。
6.獎勵員工生育(含員工配偶)，並針對懷孕女性員工提供交通補助、孕婦禮遇等照護措施。
7.員工結婚禮金及喪葬慰問金。
8.員工團保。",https://m.104.com.tw/job/4rhru?jobsource=n104bank2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
